Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Kilometers,Owner,State,Accidental,Car_Age,KM_Per_Year
Volkswagen,Polo,Highline+,Hatchback,0,Petrol,44501,1,Rajasthan,1,15,2966.733333333333
Toyota,Glanza,G+,Hatchback,0,Petrol,145750,2,Andhra Pradesh,0,4,36437.5
Ford,Endeavour,Titanium+,SUV,0,Petrol,86155,2,Karnataka,0,23,3745.8695652173915
Audi,Q7,Premium,Luxury,1,Petrol,83702,2,Gujarat,0,11,7609.272727272727
Ford,Aspire,Ambiente,Sedan,0,Diesel,82689,1,Karnataka,0,8,10336.125
Hyundai,Verna,SX(O),Sedan,0,CNG,119759,2,Gujarat,0,18,6653.277777777777
Kia,Sonet,HTE,SUV,1,Petrol,176523,1,Delhi,0,4,44130.75
Toyota,Urban Cruiser,E,SUV,0,Petrol,61602,2,Tamil Nadu,0,5,12320.4
Hyundai,Grand i10,Sportz,Hatchback,1,Petrol,154693,2,Gujarat,0,10,15469.3
Toyota,Etios,G,Sedan,0,CNG,19514,2,Tamil Nadu,0,7,2787.714285714286
Maruti Suzuki,WagonR,ZX,Hatchback,0,Petrol,172746,3,Uttar Pradesh,0,20,8637.3
Kia,Sonet,HTK+,SUV,0,Diesel,81166,1,Tamil Nadu,0,3,27055.333333333332
Maruti Suzuki,Baleno,V,Hatchback,0,Petrol,155171,1,Delhi,0,10,15517.1
Tata,Tiago,XE,Hatchback,1,Diesel,160230,1,Kerala,0,3,53410.0
Maruti Suzuki,S-Presso,ZX,Hatchback,0,CNG,111829,1,Rajasthan,0,3,37276.333333333336
Ford,Endeavour,Sports,SUV,0,Petrol,63059,1,Delhi,0,21,3002.809523809524
Hyundai,Venue,SX(O),SUV,0,Petrol,12548,1,Telangana,0,6,2091.3333333333335
Honda,Brio,S,Hatchback,0,Petrol,143170,3,North East,0,14,10226.42857142857
Maruti Suzuki,Celerio,Base,Hatchback,1,Diesel,179222,2,Chandigarh,0,10,17922.2
Maruti Suzuki,Ertiga,L,MPV,1,Diesel,38006,1,Uttar Pradesh,0,7,5429.428571428572
Toyota,Glanza,V,Hatchback,0,CNG,34853,1,Telangana,0,5,6970.6
Maruti Suzuki,S-Presso,V,Hatchback,0,Petrol,150721,1,Tamil Nadu,0,5,30144.2
Maruti Suzuki,Alto,Z,Hatchback,0,Petrol,40873,1,Telangana,0,11,3715.7272727272725
Tata,Harrier,XZA+,SUV,0,Diesel,149205,1,Maharashtra,0,6,24867.5
Renault,Kiger,RXE,SUV,0,Petrol,103160,2,Andhra Pradesh,1,4,25790.0
Hyundai,Grand i10,Asta,Hatchback,0,Diesel,163841,2,Rajasthan,0,11,14894.636363636364
Maruti Suzuki,S-Presso,Base,Hatchback,0,Petrol,149884,2,Kerala,0,3,49961.333333333336
Honda,Amaze,E,Sedan,0,Petrol,122832,1,Karnataka,0,9,13648.0
Maruti Suzuki,Ertiga,L,MPV,0,Petrol,34626,2,Andhra Pradesh,0,9,3847.3333333333335
Hyundai,Verna,Sportz,Sedan,0,Petrol,74738,2,Tamil Nadu,0,18,4152.111111111111
Maruti Suzuki,Celerio,Base,Hatchback,0,Petrol,57708,2,Rajasthan,0,11,5246.181818181818
Mahindra,Bolero,W8,SUV,0,Petrol,117648,3,Uttar Pradesh,1,23,5115.130434782609
MG,Hector,Super,SUV,0,CNG,88424,1,Karnataka,0,6,14737.333333333334
Maruti Suzuki,Swift,Z,Sedan,0,Diesel,167098,2,Maharashtra,0,15,11139.866666666667
Hyundai,Grand i10,Asta,Hatchback,0,Petrol,86357,2,Gujarat,0,4,21589.25
Maruti Suzuki,Ertiga,ZX,MPV,0,Hybrid,28034,1,Punjab,0,14,2002.4285714285713
Maruti Suzuki,Swift,ZX,Sedan,0,Petrol,57346,2,Uttar Pradesh,0,11,5213.272727272727
Maruti Suzuki,S-Presso,ZX,Hatchback,1,Petrol,119739,1,Chhattisgarh,0,5,23947.8
Maruti Suzuki,S-Presso,L,Hatchback,1,Diesel,130534,2,Punjab,0,4,32633.5
Honda,Jazz,VX,Sedan,0,Petrol,41601,1,Tamil Nadu,0,13,3200.076923076923
Range Rover,Evoque,SE,Luxury,1,Petrol,172738,1,Madhya Pradesh,0,5,34547.6
Maruti Suzuki,Ignis,Z,Hatchback,0,Petrol,166231,1,Punjab,0,7,23747.285714285714
Maruti Suzuki,Swift,Base,Sedan,1,Petrol,41334,1,Tamil Nadu,0,4,10333.5
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,102655,1,Karnataka,0,3,34218.333333333336
Maruti Suzuki,Alto,Z,Hatchback,0,Diesel,49891,2,Maharashtra,0,25,1995.64
Tata,Altroz,XZ,Hatchback,0,Petrol,94205,2,Tamil Nadu,0,3,31401.666666666668
Ford,Figo,Trend+,Sedan,0,Petrol,26400,1,Tamil Nadu,0,8,3300.0
Nissan,Terrano,XV Premium (O),SUV,0,Petrol,82318,2,Maharashtra,0,6,13719.666666666666
Ford,Figo,Titanium,Sedan,0,Petrol,50978,2,Delhi,0,10,5097.8
Hyundai,Aura,Base,Sedan,0,Petrol,21477,1,Uttar Pradesh,0,3,7159.0
Ford,EcoSport,Trend,SUV,0,Petrol,161983,1,West Bengal,0,6,26997.166666666668
Maruti Suzuki,Ertiga,V,MPV,1,Petrol,41840,1,Karnataka,0,3,13946.666666666666
Maruti Suzuki,Ertiga,L,MPV,0,CNG,119922,2,Gujarat,0,8,14990.25
Hyundai,i20,Sportz,Hatchback,0,Petrol,72233,1,Karnataka,0,13,5556.384615384615
Maruti Suzuki,Alto,L,Hatchback,1,Diesel,147940,2,Karnataka,0,15,9862.666666666666
Maruti Suzuki,Baleno,V,Hatchback,0,Electric,137979,1,Maharashtra,0,8,17247.375
Mahindra,Bolero,W11,SUV,0,Diesel,179945,2,Uttar Pradesh,0,13,13841.923076923076
Maruti Suzuki,Celerio,ZX,Hatchback,1,Diesel,72963,1,Delhi,0,7,10423.285714285714
Maruti Suzuki,Dzire,L,Sedan,0,CNG,147663,2,West Bengal,0,12,12305.25
Tata,Harrier,XM,SUV,1,Petrol,89738,1,Delhi,0,5,17947.6
Mahindra,Bolero,W11,SUV,0,CNG,177864,3,Kerala,0,23,7733.217391304348
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,31071,1,Maharashtra,1,11,2824.6363636363635
Hyundai,i10,Base,Hatchback,0,Petrol,32894,1,Delhi,0,18,1827.4444444444443
Maruti Suzuki,Baleno,Z,Hatchback,0,Petrol,149990,1,Maharashtra,0,3,49996.666666666664
Volkswagen,Taigun,Comfortline,SUV,0,Petrol,16811,1,Gujarat,0,5,3362.2
Ford,Aspire,Sports,Sedan,0,Petrol,176126,2,West Bengal,0,9,19569.555555555555
Tata,Tigor,XM,Sedan,0,Diesel,67656,1,Maharashtra,0,8,8457.0
Maruti Suzuki,Ignis,L,Hatchback,0,CNG,49981,2,Maharashtra,0,6,8330.166666666666
Honda,WR-V,VX,SUV,0,Diesel,174853,2,Telangana,0,7,24979.0
Tata,Tigor,XT,Sedan,0,Diesel,32353,1,Maharashtra,0,4,8088.25
Maruti Suzuki,Ertiga,Base,MPV,0,Diesel,23989,1,Tamil Nadu,0,6,3998.1666666666665
Maruti Suzuki,WagonR,Base,Hatchback,0,Petrol,156771,2,Telangana,0,10,15677.1
Hyundai,i10,Magna,Hatchback,0,CNG,51653,1,Rajasthan,1,13,3973.3076923076924
Honda,Brio,S,Hatchback,0,Petrol,47828,1,Maharashtra,0,10,4782.8
Volkswagen,Ameo,Comfortline,Sedan,0,Petrol,52560,2,Karnataka,0,7,7508.571428571428
Tata,Altroz,XZA+,Hatchback,0,Petrol,109439,1,Rajasthan,0,3,36479.666666666664
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,27075,1,Karnataka,0,6,4512.5
Honda,Amaze,E,Sedan,0,Petrol,150411,2,Tamil Nadu,0,8,18801.375
Hyundai,Venue,Era,SUV,0,Hybrid,158440,1,Maharashtra,0,4,39610.0
Maruti Suzuki,Baleno,Base,Hatchback,0,CNG,16777,1,Tamil Nadu,0,6,2796.1666666666665
Honda,WR-V,S,SUV,0,Petrol,141067,1,Delhi,0,5,28213.4
Ford,Figo,Titanium+,Sedan,0,Petrol,26373,1,Delhi,0,6,4395.5
Nissan,Sunny,XL,Sedan,0,Petrol,114965,1,Rajasthan,0,8,14370.625
Tata,Altroz,XZA+,Hatchback,0,Hybrid,130092,1,Karnataka,1,5,26018.4
Maruti Suzuki,Dzire,L,Sedan,0,Petrol,161696,3,Maharashtra,0,17,9511.529411764706
Mahindra,TUV300,W11,SUV,0,Petrol,31020,1,Delhi,0,6,5170.0
Tata,Altroz,XZ,Hatchback,0,Petrol,49313,1,Uttar Pradesh,0,6,8218.833333333334
Hyundai,i20,Asta,Hatchback,0,Petrol,102453,3,Karnataka,0,15,6830.2
Maruti Suzuki,Celerio,Base,Hatchback,0,Petrol,71201,1,Delhi,0,5,14240.2
Toyota,Etios,VX,Sedan,0,Petrol,70138,1,Delhi,0,13,5395.2307692307695
Maruti Suzuki,S-Presso,V,Hatchback,0,Petrol,13745,1,Gujarat,0,5,2749.0
Hyundai,Aura,Sportz,Sedan,0,Diesel,155094,1,North East,0,3,51698.0
Maruti Suzuki,Baleno,L,Hatchback,0,Diesel,174153,1,Delhi,0,4,43538.25
Honda,Brio,E,Hatchback,0,Petrol,84957,2,Delhi,0,12,7079.75
Honda,City,VX,Sedan,0,Petrol,139358,3,Karnataka,0,17,8197.529411764706
Maruti Suzuki,Swift,ZX,Sedan,0,Diesel,47272,1,Telangana,0,5,9454.4
Tata,Tigor,XZ,Sedan,0,Petrol,159901,1,Uttar Pradesh,0,8,19987.625
Tata,Nexon,XZ,SUV,1,Diesel,111121,1,Maharashtra,0,5,22224.2
Mahindra,Scorpio,W4,SUV,0,Petrol,29602,2,Rajasthan,0,18,1644.5555555555557
MG,Astor,Sharp,SUV,0,Diesel,134067,1,Maharashtra,0,5,26813.4
Mahindra,Scorpio,W10,SUV,0,Petrol,25978,2,Tamil Nadu,0,11,2361.6363636363635
Honda,Amaze,VX,Sedan,0,Petrol,123530,1,Delhi,0,5,24706.0
Mahindra,Scorpio,W10,SUV,0,Diesel,69819,2,Maharashtra,0,22,3173.590909090909
Maruti Suzuki,Ertiga,Base,MPV,0,Petrol,104290,2,Bihar,0,4,26072.5
Renault,Duster,RXT,SUV,0,Petrol,20548,2,Delhi,0,7,2935.4285714285716
Kia,Seltos,HTK,SUV,1,Petrol,156928,2,Maharashtra,0,4,39232.0
Honda,Jazz,VX,Sedan,0,Petrol,88721,2,Maharashtra,0,12,7393.416666666667
Hyundai,Verna,Sportz,Sedan,0,CNG,30409,2,Maharashtra,0,18,1689.388888888889
Maruti Suzuki,Swift,Base,Sedan,0,Petrol,128138,2,Karnataka,0,21,6101.809523809524
Tata,Nexon,XT,SUV,0,Petrol,138120,1,Uttarakhand,0,4,34530.0
Honda,Brio,V,Hatchback,0,Petrol,89650,3,Gujarat,0,14,6403.571428571428
Maruti Suzuki,Baleno,Z,Hatchback,0,Petrol,70034,1,Tamil Nadu,0,11,6366.727272727273
Maruti Suzuki,S-Presso,Base,Hatchback,0,Diesel,171925,1,Gujarat,0,7,24560.714285714286
MG,Hector,Savvy,SUV,0,Diesel,177383,2,Rajasthan,0,6,29563.833333333332
Toyota,Urban Cruiser,ZX,SUV,0,Diesel,103547,1,Gujarat,0,6,17257.833333333332
Nissan,Magnite,XE,SUV,1,CNG,138342,1,Punjab,0,5,27668.4
Maruti Suzuki,Ignis,V,Hatchback,0,Petrol,27956,1,Maharashtra,0,3,9318.666666666666
Maruti Suzuki,Baleno,V,Hatchback,0,Hybrid,113314,2,Karnataka,0,5,22662.8
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,88865,2,Gujarat,0,13,6835.7692307692305
Tata,Tigor,XT,Sedan,1,Diesel,47064,1,Rajasthan,0,4,11766.0
Mahindra,Thar,AX7,SUV,0,Petrol,121185,2,Madhya Pradesh,0,5,24237.0
Honda,Amaze,V,Sedan,1,Petrol,129196,1,Jharkhand,0,7,18456.571428571428
Honda,Jazz,E,Sedan,0,Petrol,46511,2,Uttar Pradesh,0,4,11627.75
Maruti Suzuki,Ertiga,Z,MPV,0,Diesel,164920,2,Delhi,1,3,54973.333333333336
Tata,Nexon,XZA+,SUV,0,Petrol,116327,2,Tamil Nadu,0,6,19387.833333333332
Honda,City,ZX,Sedan,0,Petrol,156252,2,Delhi,0,14,11160.857142857143
Maruti Suzuki,Ertiga,V,MPV,0,Petrol,65888,1,West Bengal,0,7,9412.57142857143
Tata,Tiago,XE,Hatchback,1,Petrol,70593,1,Delhi,0,9,7843.666666666667
Hyundai,Venue,SX(O),SUV,0,Diesel,41589,2,Delhi,1,5,8317.8
Hyundai,i20,SX(O),Hatchback,0,Petrol,89310,1,Madhya Pradesh,0,7,12758.57142857143
Maruti Suzuki,Baleno,ZX,Hatchback,0,Petrol,65466,2,Karnataka,0,8,8183.25
Tata,Harrier,XZA+,SUV,1,Diesel,36785,1,West Bengal,0,3,12261.666666666666
Hyundai,Aura,Base,Sedan,0,Petrol,28846,1,Karnataka,0,3,9615.333333333334
Hyundai,Verna,Sportz,Sedan,0,Petrol,135735,2,Karnataka,0,12,11311.25
Maruti Suzuki,Ertiga,Base,MPV,0,Petrol,51844,2,Gujarat,1,5,10368.8
Honda,Jazz,V,Sedan,1,Petrol,10810,2,Gujarat,0,12,900.8333333333334
Maruti Suzuki,WagonR,L,Hatchback,0,Petrol,123150,2,West Bengal,0,8,15393.75
Hyundai,Grand i10,Asta,Hatchback,1,Petrol,133320,2,Delhi,0,10,13332.0
Maruti Suzuki,Swift,Z,Sedan,0,Petrol,55969,2,Karnataka,0,5,11193.8
Maruti Suzuki,WagonR,Base,Hatchback,0,Petrol,48091,1,Gujarat,0,23,2090.913043478261
Maruti Suzuki,WagonR,L,Hatchback,0,Petrol,166432,1,Bihar,1,11,15130.181818181818
Volkswagen,Polo,Trendline,Hatchback,1,Diesel,163789,2,Delhi,0,16,10236.8125
Mahindra,TUV300,AX3,SUV,0,Diesel,91068,1,Delhi,0,7,13009.714285714286
Honda,Jazz,VX,Sedan,1,Petrol,88616,1,Uttar Pradesh,0,9,9846.222222222223
Mahindra,TUV300,W8,SUV,0,CNG,148972,2,Jharkhand,0,7,21281.714285714286
Maruti Suzuki,WagonR,V,Hatchback,0,Petrol,45902,1,Maharashtra,0,3,15300.666666666666
Maruti Suzuki,Dzire,ZX,Sedan,0,Petrol,68146,2,Maharashtra,0,6,11357.666666666666
Maruti Suzuki,Ignis,ZX,Hatchback,0,CNG,175793,2,Maharashtra,0,5,35158.6
Maruti Suzuki,Celerio,Base,Hatchback,1,Diesel,132200,1,Delhi,0,10,13220.0
Chevrolet,Beat,Base,Hatchback,0,Petrol,141157,3,Delhi,0,16,8822.3125
Honda,WR-V,VX,SUV,0,Petrol,30122,2,Maharashtra,0,8,3765.25
Hyundai,Venue,Asta,SUV,0,Petrol,47104,2,Punjab,0,6,7850.666666666667
Maruti Suzuki,WagonR,Base,Hatchback,0,Petrol,14261,1,Tamil Nadu,0,10,1426.1
Ford,Figo,Titanium,Sedan,0,Petrol,55392,2,Madhya Pradesh,0,5,11078.4
Tata,Harrier,XZA+,SUV,1,Diesel,155405,2,Uttar Pradesh,0,6,25900.833333333332
Maruti Suzuki,S-Presso,L,Hatchback,0,Diesel,124333,2,Maharashtra,0,6,20722.166666666668
Tata,Harrier,XT,SUV,0,Electric,151871,1,Delhi,0,5,30374.2
Audi,A6,Premium Plus,Sedan,0,Petrol,155269,1,Maharashtra,0,6,25878.166666666668
Volkswagen,Taigun,Highline,SUV,0,Petrol,47567,2,Karnataka,0,4,11891.75
Honda,Amaze,VX,Sedan,0,Diesel,91021,1,Gujarat,0,11,8274.636363636364
Maruti Suzuki,Celerio,L,Hatchback,0,Petrol,85877,1,Gujarat,0,11,7807.0
Maruti Suzuki,Ignis,ZX,Hatchback,1,Petrol,130055,1,Karnataka,0,8,16256.875
Maruti Suzuki,Dzire,ZX,Sedan,0,Petrol,169109,2,Tamil Nadu,0,3,56369.666666666664
Tata,Harrier,XZ,SUV,0,Petrol,106264,1,Maharashtra,0,3,35421.333333333336
Ford,Endeavour,Titanium+,SUV,1,Petrol,107742,3,Tamil Nadu,0,21,5130.571428571428
Tata,Altroz,XT,Hatchback,0,Petrol,104521,1,Telangana,0,4,26130.25
Hyundai,Grand i10,Sportz,Hatchback,0,Diesel,24010,2,Karnataka,0,12,2000.8333333333333
Hyundai,Grand i10,Magna,Hatchback,0,Diesel,105413,1,Maharashtra,0,8,13176.625
Maruti Suzuki,Dzire,Z,Sedan,0,Petrol,64034,1,Maharashtra,0,7,9147.714285714286
Hyundai,Creta,Era,SUV,0,CNG,92522,1,Delhi,1,5,18504.4
Ford,Aspire,Titanium,Sedan,0,CNG,99759,2,Goa,0,9,11084.333333333334
Hyundai,i10,Magna,Hatchback,0,CNG,26822,2,Tamil Nadu,0,14,1915.857142857143
Mahindra,Thar,AX7,SUV,0,Petrol,36273,1,Telangana,0,12,3022.75
Maruti Suzuki,Alto,ZX,Hatchback,0,Diesel,126753,2,Tamil Nadu,0,12,10562.75
Hyundai,Grand i10,Asta,Hatchback,1,CNG,171871,2,Gujarat,0,9,19096.777777777777
Mahindra,Thar,W8(O),SUV,0,Petrol,92983,2,Maharashtra,0,6,15497.166666666666
Maruti Suzuki,Ignis,L,Hatchback,0,Petrol,55427,1,Gujarat,0,4,13856.75
Maruti Suzuki,Ignis,Base,Hatchback,0,Petrol,62814,1,Karnataka,0,9,6979.333333333333
Renault,Kiger,RXT,SUV,0,Petrol,147154,1,Tamil Nadu,0,4,36788.5
Hyundai,i20,Base,Hatchback,0,Petrol,25426,2,Delhi,0,15,1695.0666666666666
Maruti Suzuki,Swift,L,Sedan,0,Electric,57278,2,Rajasthan,0,15,3818.5333333333333
Maruti Suzuki,Alto,V,Hatchback,0,CNG,93197,2,Uttar Pradesh,0,7,13313.857142857143
Tata,Nexon,XT,SUV,0,Petrol,129035,2,Karnataka,0,7,18433.571428571428
Hyundai,i20,Era,Hatchback,1,Petrol,116692,3,Karnataka,0,13,8976.307692307691
Tata,Tigor,XT,Sedan,0,Petrol,133156,1,Maharashtra,0,9,14795.111111111111
Hyundai,Creta,SX,SUV,0,Petrol,135878,2,Karnataka,0,8,16984.75
Tata,Nexon,XM,SUV,0,Petrol,25740,1,Telangana,0,4,6435.0
Toyota,Glanza,E,Hatchback,0,Petrol,69603,2,Karnataka,0,7,9943.285714285714
Hyundai,Aura,Magna,Sedan,0,Petrol,151935,1,Uttar Pradesh,0,5,30387.0
Toyota,Fortuner,E,SUV,0,Diesel,151608,1,Maharashtra,0,7,21658.285714285714
Hyundai,Venue,SX(O),SUV,0,Electric,80280,1,Madhya Pradesh,0,6,13380.0
Maruti Suzuki,S-Presso,L,Hatchback,0,Petrol,57261,1,West Bengal,0,3,19087.0
Maruti Suzuki,S-Presso,Base,Hatchback,1,Petrol,120138,1,Punjab,0,4,30034.5
Honda,Amaze,ZX,Sedan,0,Diesel,93648,1,Maharashtra,0,7,13378.285714285714
Hyundai,Grand i10,Base,Hatchback,0,Petrol,115631,2,Tamil Nadu,0,11,10511.90909090909
Maruti Suzuki,Dzire,Z,Sedan,0,Petrol,138360,1,Tamil Nadu,0,11,12578.181818181818
Maruti Suzuki,Dzire,ZX,Sedan,0,Petrol,135959,1,Madhya Pradesh,0,5,27191.8
Maruti Suzuki,Celerio,ZX,Hatchback,0,Diesel,38131,1,Maharashtra,0,8,4766.375
Maruti Suzuki,Baleno,V,Hatchback,0,Diesel,36879,1,Maharashtra,0,5,7375.8
Maruti Suzuki,S-Presso,L,Hatchback,0,Diesel,105994,2,Delhi,0,5,21198.8
Maruti Suzuki,Ertiga,V,MPV,0,Petrol,127732,2,Maharashtra,0,4,31933.0
Mahindra,TUV300,W4,SUV,0,Diesel,31798,2,Telangana,0,10,3179.8
Maruti Suzuki,Dzire,ZX,Sedan,1,Petrol,109324,2,Karnataka,0,3,36441.333333333336
Mahindra,Thar,W10,SUV,0,CNG,32425,1,Tamil Nadu,0,3,10808.333333333334
Maruti Suzuki,Ertiga,Z,MPV,0,Diesel,151414,1,Rajasthan,0,8,18926.75
BMW,3 Series,Luxury Line,Luxury,0,Petrol,114833,3,Telangana,0,17,6754.882352941177
Honda,WR-V,E,SUV,1,Diesel,31308,1,Karnataka,0,7,4472.571428571428
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,117265,2,Karnataka,0,11,10660.454545454546
Hyundai,Aura,Asta,Sedan,0,Petrol,139779,1,Punjab,1,5,27955.8
Toyota,Innova,V,MPV,0,Petrol,86777,2,Maharashtra,0,6,14462.833333333334
Renault,Kwid,RXT,Hatchback,0,Petrol,70768,1,Delhi,0,10,7076.8
Hyundai,Verna,Sportz,Sedan,0,Diesel,16885,1,Karnataka,0,13,1298.8461538461538
Tata,Altroz,XM,Hatchback,0,Diesel,32292,1,Karnataka,1,5,6458.4
Maruti Suzuki,Dzire,ZX,Sedan,0,Petrol,123495,3,Tamil Nadu,0,15,8233.0
Toyota,Fortuner,G,SUV,0,Petrol,97928,1,Delhi,0,8,12241.0
Maruti Suzuki,Celerio,Base,Hatchback,0,Petrol,15127,1,Rajasthan,0,10,1512.7
Honda,City,VX,Sedan,0,Petrol,141196,2,Delhi,0,18,7844.222222222223
Maruti Suzuki,S-Presso,Base,Hatchback,0,CNG,137939,1,Kerala,0,5,27587.8
Maruti Suzuki,Ertiga,ZX,MPV,0,Diesel,130571,1,Delhi,1,3,43523.666666666664
Toyota,Etios,G+,Sedan,0,Petrol,126740,1,Delhi,0,8,15842.5
Renault,Duster,RXT,SUV,1,CNG,138867,2,Tamil Nadu,0,10,13886.7
Maruti Suzuki,Ignis,Base,Hatchback,1,CNG,153531,2,Delhi,0,9,17059.0
Maruti Suzuki,Baleno,V,Hatchback,0,Petrol,94375,2,Maharashtra,0,11,8579.545454545454
Tata,Harrier,XZA,SUV,0,Petrol,89714,1,Delhi,0,7,12816.285714285714
Toyota,Glanza,ZX,Hatchback,0,Petrol,37280,1,Karnataka,0,5,7456.0
Tata,Tiago,XE,Hatchback,0,Petrol,123895,1,Uttar Pradesh,0,8,15486.875
Maruti Suzuki,Alto,V,Hatchback,0,Petrol,33259,2,Kerala,0,16,2078.6875
Tata,Nexon,XT,SUV,0,Diesel,56586,1,Uttar Pradesh,0,7,8083.714285714285
Honda,Jazz,ZX,Sedan,1,Hybrid,70091,1,Karnataka,0,14,5006.5
Hyundai,Grand i10,SX(O),Hatchback,0,Petrol,142508,2,West Bengal,0,12,11875.666666666666
MG,ZS EV,Style,Luxury,1,Petrol,62059,2,Maharashtra,0,5,12411.8
Maruti Suzuki,S-Presso,ZX,Hatchback,1,Diesel,13115,1,Andhra Pradesh,0,3,4371.666666666667
Renault,Triber,RXZ,MPV,0,Diesel,57703,1,Karnataka,0,7,8243.285714285714
Maruti Suzuki,Alto,L,Hatchback,1,Diesel,97375,3,Tamil Nadu,0,26,3745.1923076923076
Hyundai,Venue,SX(O),SUV,0,CNG,164155,1,Himachal Pradesh,0,5,32831.0
Maruti Suzuki,Ertiga,V,MPV,0,CNG,149962,1,Delhi,0,3,49987.333333333336
Mahindra,Bolero,W6,SUV,0,Petrol,153962,1,Delhi,0,9,17106.88888888889
Maruti Suzuki,WagonR,L,Hatchback,0,Diesel,80210,3,Gujarat,0,13,6170.0
Maruti Suzuki,WagonR,V,Hatchback,0,Petrol,50375,2,Delhi,0,10,5037.5
Maruti Suzuki,Swift,V,Sedan,0,Hybrid,120304,1,Maharashtra,0,4,30076.0
Tata,Altroz,XT,Hatchback,0,Petrol,154130,1,Delhi,0,4,38532.5
Maruti Suzuki,S-Presso,ZX,Hatchback,0,Petrol,131790,2,Delhi,0,7,18827.14285714286
Ford,Figo,Trend,Sedan,0,Petrol,122522,2,Delhi,0,12,10210.166666666666
Honda,Jazz,V,Sedan,0,Diesel,158537,2,Karnataka,1,15,10569.133333333333
Maruti Suzuki,Swift,L,Sedan,0,Diesel,130707,2,North East,1,17,7688.64705882353
Maruti Suzuki,Celerio,V,Hatchback,0,Petrol,153717,1,Gujarat,0,8,19214.625
BMW,X1,M Sport,Luxury,0,Petrol,96330,1,Maharashtra,0,4,24082.5
Volkswagen,Polo,Comfortline,Hatchback,0,Petrol,12957,1,Odisha,0,16,809.8125
MG,Hector,Style,SUV,0,Diesel,83457,1,Maharashtra,0,4,20864.25
Mahindra,XUV500,W8(O),SUV,0,CNG,114128,2,Punjab,0,15,7608.533333333334
Maruti Suzuki,Dzire,V,Sedan,0,Petrol,117288,2,Delhi,0,17,6899.294117647059
Honda,Amaze,VX,Sedan,0,Petrol,130150,1,Telangana,0,8,16268.75
Honda,City,S,Sedan,0,Diesel,35083,1,Gujarat,1,20,1754.15
Maruti Suzuki,Alto,Base,Hatchback,0,Diesel,30367,1,Maharashtra,0,4,7591.75
Hyundai,Aura,Base,Sedan,1,Diesel,138243,1,Maharashtra,0,4,34560.75
Maruti Suzuki,Celerio,V,Hatchback,1,Petrol,35452,1,Gujarat,0,7,5064.571428571428
Honda,Amaze,VX,Sedan,0,Diesel,130008,2,Delhi,0,12,10834.0
Nissan,Magnite,XE,SUV,0,CNG,39350,1,Telangana,0,6,6558.333333333333
Toyota,Glanza,G+,Hatchback,0,Petrol,69562,1,Gujarat,1,5,13912.4
Toyota,Fortuner,G+,SUV,0,Petrol,86161,3,Delhi,0,14,6154.357142857143
Mahindra,Bolero,AX5,SUV,1,Diesel,105539,2,Uttar Pradesh,0,13,8118.384615384615
Maruti Suzuki,Alto,Base,Hatchback,0,Diesel,164598,2,Delhi,0,23,7156.434782608696
Toyota,Etios,ZX,Sedan,0,Petrol,141553,2,Maharashtra,0,9,15728.111111111111
Chevrolet,Cruze,LS,Sedan,0,Petrol,109883,2,Tamil Nadu,0,13,8452.538461538461
Ford,EcoSport,Trend,SUV,0,Petrol,46848,1,Maharashtra,0,13,3603.6923076923076
Maruti Suzuki,Swift,Base,Sedan,0,CNG,178394,2,Haryana,0,11,16217.636363636364
Toyota,Innova,VX,MPV,0,Petrol,18627,1,Gujarat,0,18,1034.8333333333333
Maruti Suzuki,WagonR,L,Hatchback,0,Diesel,11339,1,Assam,0,3,3779.6666666666665
Hyundai,Venue,SX,SUV,0,Petrol,88445,1,Andhra Pradesh,0,4,22111.25
Maruti Suzuki,Dzire,ZX,Sedan,0,Petrol,115748,3,Uttar Pradesh,1,18,6430.444444444444
Toyota,Urban Cruiser,G,SUV,1,Petrol,45168,1,Tamil Nadu,0,5,9033.6
Honda,Brio,ZX,Hatchback,1,Petrol,82303,3,West Bengal,0,15,5486.866666666667
Mahindra,Bolero,W8(O),SUV,0,Petrol,97589,3,Maharashtra,0,13,7506.846153846154
Maruti Suzuki,WagonR,Base,Hatchback,0,CNG,124127,2,Maharashtra,0,12,10343.916666666666
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,24001,1,Delhi,0,11,2181.909090909091
Tata,Altroz,XM,Hatchback,0,Petrol,136727,2,Delhi,0,3,45575.666666666664
Range Rover,Velar,SE,Luxury,0,Diesel,62960,1,Delhi,0,4,15740.0
Renault,Duster,RXE,SUV,0,CNG,28094,1,Karnataka,1,7,4013.4285714285716
Maruti Suzuki,WagonR,ZX,Hatchback,1,Petrol,143194,2,Goa,0,25,5727.76
Range Rover,Velar,HSE,Luxury,0,Petrol,146949,2,Gujarat,0,9,16327.666666666666
Maruti Suzuki,Baleno,V,Hatchback,1,Petrol,103460,2,Maharashtra,0,3,34486.666666666664
Mahindra,Thar,W8,SUV,0,Diesel,71711,1,Karnataka,0,5,14342.2
